,002049,002180,002371,600171,600460,600584
2019-08-01 11:00:00,48.33,24.22,61.67,15.37,14.68,14.04
2019-08-01 11:15:00,48.43,24.2,61.74,15.37,14.68,13.98
2019-08-01 13:00:00,48.22,24.2,61.73,15.36,14.64,13.99
2019-08-01 13:15:00,48.13,24.25,61.65,15.33,14.69,14.0
2019-08-01 13:30:00,48.13,24.25,60.77,15.35,14.64,13.99
2019-08-01 13:45:00,47.89,24.09,60.77,15.25,14.61,13.91
2019-08-01 14:00:00,48.16,24.14,61.08,15.31,14.64,14.01
2019-08-01 14:15:00,48.31,24.15,60.78,15.37,14.7,14.03
2019-08-01 14:30:00,48.25,24.17,60.47,15.32,14.65,14.03
2019-08-02 09:30:00,48.1,23.94,59.89,15.15,14.39,13.93
2019-08-02 09:45:00,48.32,23.98,60.37,15.38,14.49,13.93
2019-08-02 10:00:00,48.38,24.03,60.74,15.39,14.54,13.89
2019-08-02 10:15:00,49.22,24.0,60.91,15.34,14.49,13.82
2019-08-02 10:30:00,49.39,24.01,61.5,15.38,14.56,13.8
2019-08-02 10:45:00,49.0,23.92,61.4,15.4,14.48,13.77
2019-08-02 11:00:00,48.8,23.65,60.9,15.22,14.42,13.69
2019-08-02 11:15:00,48.52,23.64,60.82,15.22,14.41,13.63
2019-08-02 13:00:00,48.5,23.77,60.8,15.22,14.44,13.79
2019-08-02 13:15:00,48.22,23.67,60.32,15.07,14.37,13.72
2019-08-02 13:30:00,48.52,23.78,60.49,15.29,14.37,13.74
2019-08-02 13:45:00,49.2,23.8,60.78,15.29,14.44,13.82
2019-08-02 14:00:00,49.12,23.87,60.68,15.26,14.43,13.76
2019-08-02 14:15:00,49.41,23.88,60.93,15.33,14.48,13.88
2019-08-02 14:30:00,49.45,23.82,60.8,15.32,14.48,13.84
2019-08-05 09:30:00,49.08,23.76,60.25,15.34,14.55,13.85
2019-08-05 09:45:00,49.86,24.06,60.72,15.37,14.69,13.98
2019-08-05 10:00:00,49.59,24.31,60.8,15.47,14.71,14.02
2019-08-05 10:15:00,49.02,24.34,60.73,15.45,14.72,14.02
2019-08-05 10:30:00,49.4,24.14,60.45,15.39,14.62,13.87
2019-08-05 10:45:00,49.15,23.97,60.4,15.39,14.61,13.89
2019-08-05 11:00:00,48.81,23.95,60.13,15.31,14.55,13.8
2019-08-05 11:15:00,48.76,23.79,60.11,15.29,14.51,13.79
2019-08-05 13:00:00,48.8,23.71,60.02,15.32,14.5,13.74
2019-08-05 13:15:00,48.41,23.59,60.03,15.3,14.51,13.7
2019-08-05 13:30:00,48.23,23.52,59.98,15.3,14.51,13.78
2019-08-05 13:45:00,48.13,23.5,59.77,15.29,14.46,13.77
2019-08-05 14:00:00,47.95,23.46,59.89,15.18,14.41,13.74
2019-08-05 14:15:00,48.37,23.4,59.88,15.2,14.39,13.75
2019-08-05 14:30:00,48.0,23.38,59.79,15.17,14.36,13.63
2019-08-06 09:30:00,46.91,22.75,58.63,14.62,13.88,13.33
2019-08-06 09:45:00,46.71,22.35,58.4,14.65,13.89,13.3
2019-08-06 10:00:00,46.1,22.0,57.41,14.37,13.54,12.99
2019-08-06 10:15:00,46.0,21.58,56.69,14.18,13.25,12.91
2019-08-06 10:30:00,46.2,21.74,57.13,14.25,13.38,13.05
2019-08-06 10:45:00,45.8,21.61,57.17,14.23,13.38,13.08
2019-08-06 11:00:00,45.76,21.72,57.54,14.34,13.41,13.03
2019-08-06 11:15:00,46.54,21.94,58.0,14.4,13.59,13.2
2019-08-06 13:00:00,46.78,22.12,58.56,14.58,13.74,13.5
2019-08-06 13:15:00,46.92,22.16,58.87,14.56,13.75,13.4
2019-08-06 13:30:00,46.9,22.27,59.09,14.56,13.82,13.38
2019-08-06 13:45:00,46.85,22.31,58.87,14.59,13.79,13.4
2019-08-06 14:00:00,46.85,22.07,59.08,14.55,13.76,13.41
2019-08-06 14:15:00,46.6,21.95,58.81,14.42,13.72,13.29
2019-08-06 14:30:00,46.58,21.95,58.96,14.47,13.71,13.29
2019-08-07 09:30:00,46.67,22.17,58.51,,13.88,13.35
2019-08-07 09:45:00,46.77,22.18,58.7,,13.91,13.35
2019-08-07 10:00:00,46.66,21.97,57.71,,13.83,13.15
2019-08-07 10:15:00,46.31,21.99,57.6,,13.8,13.24
2019-08-07 10:30:00,46.04,22.04,57.25,,13.73,13.14
2019-08-07 10:45:00,45.79,22.0,56.95,,13.67,13.09
2019-08-07 11:00:00,45.73,22.05,57.06,,13.69,13.09
2019-08-07 11:15:00,46.01,22.1,57.2,,13.74,13.12
2019-08-07 13:00:00,45.75,22.0,56.52,,13.65,13.1
2019-08-07 13:15:00,45.97,22.1,56.52,,13.74,13.23
2019-08-07 13:30:00,45.88,22.09,56.12,,13.72,13.16
2019-08-07 13:45:00,45.76,21.97,55.9,,13.66,13.06
2019-08-07 14:00:00,45.42,21.9,56.22,,13.59,13.02
2019-08-07 14:15:00,45.45,21.81,56.1,,13.58,12.95
2019-08-07 14:30:00,45.31,21.8,56.07,,13.51,12.89
2019-08-08 09:30:00,45.0,21.47,57.17,14.06,13.6,13.48
2019-08-08 09:45:00,45.4,21.56,56.94,14.09,13.69,13.47
2019-08-08 10:00:00,45.5,21.46,56.76,14.05,13.66,13.65
2019-08-08 10:15:00,45.58,21.51,56.45,14.08,13.71,13.69
2019-08-08 10:30:00,45.5,21.45,56.47,14.0,13.68,13.61
2019-08-08 10:45:00,45.6,21.01,56.51,14.04,13.66,13.77
2019-08-08 11:00:00,45.72,21.1,56.53,14.03,13.67,13.71
2019-08-08 11:15:00,45.99,21.15,56.9,14.09,13.72,13.76
2019-08-08 13:00:00,45.85,21.2,57.3,14.15,13.78,13.75
2019-08-08 13:15:00,46.43,21.1,58.21,14.26,13.87,14.08
2019-08-08 13:30:00,46.21,20.99,57.5,14.18,13.79,14.08
2019-08-08 13:45:00,46.13,21.02,57.7,14.19,13.77,14.08
2019-08-08 14:00:00,46.42,21.07,57.85,14.19,13.8,14.08
2019-08-08 14:15:00,46.54,21.07,57.92,14.23,13.82,14.08
2019-08-08 14:30:00,46.5,21.1,58.0,14.16,13.81,14.08
2019-08-09 09:30:00,46.82,21.44,58.43,14.37,13.84,14.19
2019-08-09 09:45:00,46.45,21.88,58.6,14.26,13.79,14.25
2019-08-09 10:00:00,46.34,21.74,58.06,14.25,13.74,14.08
2019-08-09 10:15:00,46.21,21.83,57.95,14.22,13.71,14.12
2019-08-09 10:30:00,45.81,21.75,57.39,14.1,13.56,14.09
2019-08-09 10:45:00,45.53,21.72,57.18,14.03,13.48,13.94
2019-08-09 11:00:00,45.23,21.5,57.15,13.92,13.45,14.02
2019-08-09 11:15:00,44.97,21.41,56.92,13.82,13.4,13.96
2019-08-09 13:00:00,45.02,21.43,57.39,13.81,13.5,13.97
2019-08-09 13:15:00,45.41,21.56,58.12,13.98,13.57,14.25
2019-08-09 13:30:00,45.0,21.54,57.65,13.9,13.47,13.96
2019-08-09 13:45:00,44.85,21.52,57.35,13.82,13.38,13.89
2019-08-09 14:00:00,44.86,21.47,57.26,13.85,13.39,13.87
2019-08-09 14:15:00,44.86,21.4,57.29,13.83,13.41,13.88
2019-08-09 14:30:00,44.65,21.3,57.29,13.73,13.36,13.85
2019-08-12 09:30:00,45.4,21.17,57.98,13.82,13.41,13.97
2019-08-12 09:45:00,45.43,21.17,58.09,13.88,13.44,14.21
2019-08-12 10:00:00,45.55,21.07,58.49,13.83,13.43,14.08
2019-08-12 10:15:00,46.03,21.18,58.25,13.97,13.56,14.11
2019-08-12 10:30:00,45.82,21.12,57.89,13.88,13.5,13.94
2019-08-12 10:45:00,45.65,21.08,57.59,13.9,13.46,13.85
2019-08-12 11:00:00,45.5,21.14,57.71,13.91,13.45,13.85
2019-08-12 11:15:00,45.69,21.1,57.5,13.99,13.46,13.87
2019-08-12 13:00:00,45.6,21.07,56.72,13.9,13.41,13.85
2019-08-12 13:15:00,45.97,21.11,57.05,14.03,13.46,14.08
2019-08-12 13:30:00,46.24,21.09,57.03,14.02,13.47,14.16
2019-08-12 13:45:00,46.58,21.26,57.35,14.16,13.67,14.45
2019-08-12 14:00:00,46.8,21.25,57.2,14.11,13.64,14.36
2019-08-12 14:15:00,47.0,21.39,57.68,14.19,13.75,14.47
2019-08-12 14:30:00,47.35,21.45,57.75,14.25,13.73,14.48
2019-08-13 09:30:00,47.12,21.2,58.25,14.28,13.71,14.28
2019-08-13 09:45:00,47.24,21.41,57.97,14.3,13.73,14.32
2019-08-13 10:00:00,47.15,21.48,57.82,14.31,13.75,14.35
2019-08-13 10:15:00,47.5,21.6,57.77,14.3,13.78,14.34
2019-08-13 10:30:00,47.22,21.49,57.6,14.24,13.69,14.35
2019-08-13 10:45:00,46.91,21.33,57.33,14.21,13.64,14.16
2019-08-13 11:00:00,47.08,21.22,57.4,14.21,13.66,14.19
2019-08-13 11:15:00,46.8,21.26,57.3,14.15,13.6,14.16
2019-08-13 13:00:00,46.89,21.15,57.4,14.12,13.57,14.08
2019-08-13 13:15:00,47.14,21.18,57.45,14.13,13.61,14.16
2019-08-13 13:30:00,47.02,21.13,57.3,14.13,13.58,14.18
2019-08-13 13:45:00,47.02,21.13,57.11,14.1,13.6,14.15
2019-08-13 14:00:00,47.08,21.19,57.3,14.17,13.61,14.26
2019-08-13 14:15:00,47.17,21.17,57.3,14.25,13.61,14.32
2019-08-13 14:30:00,46.99,21.15,57.22,14.2,13.59,14.26
2019-08-14 09:30:00,48.05,21.77,58.17,14.45,13.88,14.55
2019-08-14 09:45:00,48.39,21.94,58.33,14.54,14.08,14.79
2019-08-14 10:00:00,48.89,21.91,58.73,14.52,14.19,14.7
2019-08-14 10:15:00,48.71,21.71,58.68,14.51,14.14,14.64
2019-08-14 10:30:00,48.78,21.99,58.62,14.52,14.18,14.64
2019-08-14 10:45:00,48.76,22.03,58.74,14.54,14.21,14.64
2019-08-14 11:00:00,48.25,22.04,58.67,14.41,14.11,14.43
2019-08-14 11:15:00,48.08,22.0,58.8,14.45,14.13,14.43
2019-08-14 13:00:00,47.86,22.05,58.87,14.39,14.11,14.45
2019-08-14 13:15:00,47.74,21.9,58.63,14.31,13.98,14.36
2019-08-14 13:30:00,47.98,21.99,58.81,14.36,14.02,14.42
2019-08-14 13:45:00,47.99,22.02,58.82,14.36,14.01,14.34
2019-08-14 14:00:00,47.68,22.0,58.62,14.31,13.95,14.29
2019-08-14 14:15:00,47.54,21.89,58.56,14.26,13.92,14.23
2019-08-14 14:30:00,47.5,21.83,58.35,14.26,13.9,14.14
2019-08-15 09:30:00,46.68,21.26,56.7,13.9,13.56,13.95
2019-08-15 09:45:00,47.41,21.36,56.5,14.0,13.65,13.93
2019-08-15 10:00:00,47.52,21.34,56.56,14.02,13.6,13.94
2019-08-15 10:15:00,48.0,21.47,57.37,14.15,13.82,14.16
2019-08-15 10:30:00,47.8,21.47,57.75,14.15,13.77,14.07
2019-08-15 10:45:00,47.78,21.5,58.1,14.15,13.77,14.05
2019-08-15 11:00:00,47.83,21.37,57.95,14.1,13.74,14.03
2019-08-15 11:15:00,47.8,21.31,58.03,14.08,13.7,13.96
2019-08-15 13:00:00,47.53,21.29,57.68,14.03,13.66,14.03
2019-08-15 13:15:00,47.77,21.36,57.8,14.1,13.74,14.31
2019-08-15 13:30:00,48.64,21.5,58.3,14.24,13.88,14.51
2019-08-15 13:45:00,49.0,21.6,58.29,14.36,13.95,14.64
2019-08-15 14:00:00,49.05,21.64,58.61,14.38,14.03,14.6
2019-08-15 14:15:00,49.88,21.67,59.0,14.47,14.07,14.76
2019-08-15 14:30:00,49.82,21.71,58.94,14.43,13.99,14.71
2019-08-16 09:30:00,,,,14.4,13.99,14.77
2019-08-16 09:45:00,49.84,22.49,58.88,14.4,13.99,14.81
2019-08-16 10:00:00,49.81,22.85,59.03,14.43,14.11,14.91
2019-08-16 10:15:00,49.75,23.23,58.9,14.42,14.06,14.88
2019-08-16 10:30:00,49.55,23.25,59.16,14.43,14.08,14.83
2019-08-16 10:45:00,49.62,23.04,59.13,14.43,14.04,14.74
2019-08-16 11:00:00,49.82,23.18,58.87,14.44,14.0,14.8
2019-08-16 11:15:00,49.95,23.46,59.69,14.53,14.06,14.89
2019-08-16 13:00:00,50.09,23.5,60.5,14.59,14.17,15.01
2019-08-16 13:15:00,50.08,23.72,60.19,14.59,14.23,14.91
2019-08-16 13:30:00,49.93,23.85,60.3,14.62,14.28,14.91
2019-08-16 13:45:00,50.19,23.8,60.25,14.67,14.26,14.96
2019-08-16 14:00:00,49.66,23.54,59.58,14.55,14.16,14.8
2019-08-16 14:15:00,50.1,23.96,59.72,14.53,14.18,14.8
2019-08-16 14:30:00,50.0,23.96,59.6,14.45,14.12,14.84
2019-08-19 09:30:00,50.15,23.58,59.97,14.63,14.21,14.68
2019-08-19 09:45:00,50.05,23.79,59.54,14.72,14.31,14.85
2019-08-19 10:00:00,50.48,23.95,60.33,14.83,14.41,14.95
2019-08-19 10:15:00,50.41,23.86,60.59,14.8,14.46,14.85
2019-08-19 10:30:00,51.06,24.06,61.18,14.91,14.54,15.02
2019-08-19 10:45:00,50.9,24.0,61.17,14.92,14.52,15.02
2019-08-19 11:00:00,51.4,24.13,61.5,14.99,14.84,15.23
2019-08-19 11:15:00,51.34,24.26,61.85,15.02,14.98,15.09
2019-08-19 13:00:00,51.63,24.4,62.26,15.05,15.02,15.22
2019-08-19 13:15:00,51.31,24.24,62.21,15.04,14.95,15.23
2019-08-19 13:30:00,51.53,24.59,62.24,15.05,14.87,15.19
2019-08-19 13:45:00,51.42,24.36,62.12,15.07,14.94,15.21
2019-08-19 14:00:00,51.0,24.38,61.6,15.0,14.9,15.22
2019-08-19 14:15:00,50.92,24.49,61.28,14.96,14.9,15.13
2019-08-19 14:30:00,51.0,24.39,61.4,15.06,14.88,15.2
2019-08-20 09:30:00,,,,,,
2019-08-20 09:45:00,,,,,,
2019-08-20 10:00:00,,,,,,
2019-08-20 10:15:00,,,,,,
2019-08-20 10:30:00,,,,,,
2019-08-20 10:45:00,,,,,,
2019-08-20 11:00:00,,,,,,
2019-08-20 11:15:00,,,,,,
2019-08-20 13:00:00,,,,,,
2019-08-20 13:15:00,,,,,,
2019-08-20 13:30:00,,,,,,
2019-08-20 13:45:00,,,,,,
2019-08-20 14:00:00,,,,,,
2019-08-20 14:15:00,,,,,,
2019-08-20 14:30:00,,,,,,
2019-08-21 09:30:00,49.95,24.17,58.53,14.88,14.66,14.91
2019-08-21 09:45:00,50.44,24.47,58.91,14.95,14.7,14.96
2019-08-21 10:00:00,50.03,24.29,58.56,14.95,14.67,14.86
2019-08-21 10:15:00,49.94,24.35,58.47,14.91,14.58,14.81
2019-08-21 10:30:00,50.03,24.32,58.9,15.03,14.59,14.89
2019-08-21 10:45:00,50.2,24.29,59.11,15.04,14.6,14.95
2019-08-21 11:00:00,50.32,24.4,59.4,15.04,14.6,14.98
2019-08-21 11:15:00,50.4,,,,,
2019-08-21 13:00:00,51.23,24.57,60.32,15.19,14.72,15.1
2019-08-21 13:15:00,51.26,24.38,60.74,15.23,14.77,15.21
2019-08-21 13:30:00,51.08,24.27,60.02,15.16,14.63,14.96
2019-08-21 13:45:00,51.1,24.39,60.23,15.16,14.65,14.93
2019-08-21 14:00:00,50.82,24.49,59.86,15.08,14.59,14.82
2019-08-21 14:15:00,50.9,24.48,59.8,15.05,14.6,14.86
2019-08-21 14:30:00,50.91,24.34,59.66,15.06,14.6,14.86
2019-08-22 09:30:00,49.88,24.4,61.51,15.11,14.64,15.16
2019-08-22 09:45:00,50.02,24.45,62.92,15.23,14.73,15.3
2019-08-22 10:00:00,49.9,24.57,63.39,15.29,14.81,15.26
2019-08-22 10:15:00,49.46,24.52,62.57,15.14,14.69,15.11
2019-08-22 10:30:00,49.42,24.49,61.85,15.1,14.64,14.94
2019-08-22 10:45:00,49.44,24.5,62.05,15.08,14.6,14.85
2019-08-22 11:00:00,49.19,24.46,61.69,15.04,14.59,14.88
2019-08-22 11:15:00,49.55,24.35,,,,
2019-08-22 13:00:00,49.27,24.41,62.1,15.04,14.58,14.78
2019-08-22 13:15:00,49.09,24.4,61.69,14.98,14.49,14.64
2019-08-22 13:30:00,49.31,24.54,61.7,15.03,14.52,14.75
2019-08-22 13:45:00,49.48,24.65,61.77,15.06,14.52,14.83
2019-08-22 14:00:00,49.75,24.76,61.8,15.12,14.61,14.85
2019-08-22 14:15:00,49.37,24.7,61.8,15.09,14.56,14.82
2019-08-22 14:30:00,49.61,24.74,62.23,15.15,14.68,14.9
2019-08-23 09:30:00,49.7,24.38,62.5,15.05,14.7,14.69
2019-08-23 09:45:00,49.5,23.9,62.51,14.95,14.55,14.52
2019-08-23 10:00:00,49.27,23.91,62.0,14.9,14.52,14.58
2019-08-23 10:15:00,49.33,24.06,62.08,14.88,14.54,14.55
2019-08-23 10:30:00,49.34,24.15,62.29,14.88,14.54,14.56
2019-08-23 10:45:00,49.31,24.21,61.92,14.91,14.56,14.49
2019-08-23 11:00:00,49.21,23.94,61.95,14.86,14.54,14.39
2019-08-23 11:15:00,49.15,,,,,
2019-08-23 13:00:00,49.01,24.1,61.82,14.85,14.5,14.35
2019-08-23 13:15:00,48.6,24.14,61.53,14.8,14.42,14.3
2019-08-23 13:30:00,48.81,24.0,61.7,14.82,14.4,14.34
2019-08-23 13:45:00,49.03,24.06,62.3,14.87,14.48,14.32
2019-08-23 14:00:00,49.39,24.12,62.58,14.88,14.5,14.37
2019-08-23 14:15:00,49.59,24.15,62.31,14.94,14.5,14.41
2019-08-23 14:30:00,49.33,24.06,62.02,14.9,14.43,14.32
2019-08-26 09:30:00,49.02,23.84,62.32,14.59,14.17,14.0
2019-08-26 09:45:00,49.44,24.13,64.08,14.68,14.26,14.13
2019-08-26 10:00:00,48.89,23.9,63.39,14.59,14.2,14.2
2019-08-26 10:15:00,49.26,23.83,64.53,14.6,14.27,14.34
2019-08-26 10:30:00,49.2,23.81,65.0,14.58,14.32,14.35
2019-08-26 10:45:00,49.45,23.74,65.09,14.59,14.38,14.36
2019-08-26 11:00:00,49.6,23.76,64.85,14.57,14.35,14.37
2019-08-26 11:15:00,49.6,23.69,64.99,,,
2019-08-26 13:00:00,49.41,23.58,64.81,14.63,14.36,14.26
2019-08-26 13:15:00,49.36,23.6,64.78,14.65,14.34,14.23
2019-08-26 13:30:00,49.45,23.55,64.51,14.59,14.32,14.2
2019-08-26 13:45:00,49.3,23.56,64.75,14.57,14.32,14.19
2019-08-26 14:00:00,48.69,23.43,64.2,14.48,14.25,14.1
2019-08-26 14:15:00,48.86,23.5,64.85,14.45,14.26,14.15
2019-08-26 14:30:00,48.93,23.61,65.01,14.5,14.3,14.19
2019-08-27 09:30:00,49.51,23.4,65.22,14.72,14.42,14.2
2019-08-27 09:45:00,49.82,23.77,66.0,14.83,14.7,14.29
2019-08-27 10:00:00,50.46,24.25,65.5,14.9,14.81,14.37
2019-08-27 10:15:00,50.59,24.4,66.01,15.02,14.8,14.45
2019-08-27 10:30:00,50.43,24.23,65.82,15.0,14.76,14.48
2019-08-27 10:45:00,51.23,24.34,66.03,15.09,14.82,14.6
2019-08-27 11:00:00,51.55,24.28,65.77,15.09,14.82,14.59
2019-08-27 11:15:00,50.99,24.28,65.6,,,
2019-08-27 13:00:00,50.89,24.78,65.43,15.02,14.73,14.5
2019-08-27 13:15:00,50.76,24.71,65.2,15.01,14.64,14.45
2019-08-27 13:30:00,50.5,24.37,65.01,14.94,14.61,14.38
2019-08-27 13:45:00,50.58,24.37,64.74,14.93,14.54,14.33
2019-08-27 14:00:00,50.7,24.35,64.8,14.96,14.57,14.36
2019-08-27 14:15:00,50.74,24.37,65.09,14.99,14.58,14.36
2019-08-27 14:30:00,51.32,24.23,65.2,15.01,14.57,14.3
2019-08-28 09:30:00,50.68,23.91,64.88,14.86,14.4,14.26
2019-08-28 09:45:00,50.68,23.65,64.49,14.87,14.28,14.17
2019-08-28 10:00:00,51.03,23.86,64.82,14.81,14.3,14.47
2019-08-28 10:15:00,51.16,23.85,64.85,14.74,14.26,14.5
2019-08-28 10:30:00,50.84,24.06,64.47,14.81,14.36,14.56
2019-08-28 10:45:00,50.92,24.09,64.35,14.85,14.36,14.9
2019-08-28 11:00:00,50.93,24.05,64.22,14.9,14.33,15.0
2019-08-28 11:15:00,,,,,,
2019-08-28 13:00:00,50.78,23.92,63.94,14.88,14.3,14.85
2019-08-28 13:15:00,50.69,23.83,63.79,14.85,14.26,14.84
2019-08-28 13:30:00,50.97,23.91,63.92,14.87,14.33,14.89
2019-08-28 13:45:00,50.84,23.78,63.93,14.86,14.3,14.83
2019-08-28 14:00:00,51.4,23.86,64.19,14.92,14.54,14.76
2019-08-28 14:15:00,51.02,23.8,63.97,14.88,14.52,14.79
2019-08-28 14:30:00,50.98,23.84,63.75,14.85,14.5,14.77
2019-08-29 09:30:00,50.93,23.88,63.64,14.83,14.44,14.67
2019-08-29 09:45:00,51.34,23.9,64.09,14.97,14.63,14.84
2019-08-29 10:00:00,51.4,23.93,64.04,14.99,14.69,14.85
2019-08-29 10:15:00,51.0,23.87,63.86,15.05,14.81,14.81
2019-08-29 10:30:00,50.75,23.94,63.95,15.17,14.77,14.61
2019-08-29 10:45:00,50.94,24.19,64.16,15.19,14.86,14.76
2019-08-29 11:00:00,50.96,24.18,63.99,15.16,14.79,14.64
2019-08-29 11:15:00,50.8,,63.75,,,
2019-08-29 13:00:00,51.08,24.25,63.89,15.07,14.78,14.72
2019-08-29 13:15:00,51.48,24.56,64.05,15.2,14.87,14.78
2019-08-29 13:30:00,51.18,24.18,63.92,15.2,14.77,14.79
2019-08-29 13:45:00,51.26,24.35,64.19,15.29,14.8,14.89
2019-08-29 14:00:00,50.91,24.11,64.35,15.26,14.73,15.03
2019-08-29 14:15:00,50.79,24.13,64.17,15.32,14.7,15.08
2019-08-29 14:30:00,50.74,24.08,63.83,15.29,14.68,15.33
2019-08-30 09:30:00,52.83,24.21,64.11,15.33,14.82,14.98
2019-08-30 09:45:00,54.17,24.8,65.27,15.65,15.51,15.31
2019-08-30 10:00:00,54.07,24.5,65.25,15.56,15.59,15.32
2019-08-30 10:15:00,54.32,24.75,65.37,15.7,15.8,15.41
2019-08-30 10:30:00,54.8,24.97,65.58,15.69,15.69,15.34
2019-08-30 10:45:00,55.32,24.9,65.51,15.68,15.7,15.2
2019-08-30 11:00:00,54.55,24.97,65.9,15.51,15.64,14.97
2019-08-30 11:15:00,54.86,,66.48,,,
2019-08-30 13:00:00,55.34,24.81,67.0,15.5,15.52,15.06
2019-08-30 13:15:00,55.0,24.73,66.28,15.48,15.54,15.25
2019-08-30 13:30:00,54.89,24.7,65.88,15.42,15.39,15.17
2019-08-30 13:45:00,54.05,24.47,65.04,15.26,15.25,14.95
2019-08-30 14:00:00,53.95,24.53,64.6,15.24,15.21,14.91
2019-08-30 14:15:00,53.67,24.41,64.52,15.11,15.19,14.86
2019-08-30 14:30:00,53.69,24.78,64.94,15.3,15.31,14.91
2019-09-02 09:30:00,54.05,25.32,64.11,15.17,15.04,14.75
2019-09-02 09:45:00,54.25,25.63,64.95,15.33,15.15,14.9
2019-09-02 10:00:00,53.94,25.39,64.7,15.26,15.17,14.76
2019-09-02 10:15:00,54.07,25.45,65.01,15.33,15.17,14.74
2019-09-02 10:30:00,54.2,25.39,64.84,15.25,15.13,14.6
2019-09-02 10:45:00,54.72,25.49,65.0,15.27,15.18,14.73
2019-09-02 11:00:00,54.5,25.68,65.38,15.33,15.17,14.76
2019-09-02 11:15:00,54.65,25.76,65.84,,,
2019-09-02 13:00:00,55.17,26.19,66.46,15.65,15.46,14.88
2019-09-02 13:15:00,54.96,26.26,66.71,15.6,15.51,15.02
2019-09-02 13:30:00,54.96,26.28,67.16,15.63,15.46,15.07
2019-09-02 13:45:00,54.84,26.1,67.11,15.65,15.36,15.07
2019-09-02 14:00:00,54.93,26.25,67.12,15.7,15.47,15.11
2019-09-02 14:15:00,54.89,26.3,67.0,15.7,15.5,15.12
2019-09-02 14:30:00,54.69,26.07,67.07,15.7,15.51,15.11
2019-09-03 09:30:00,54.76,26.47,66.76,15.63,15.52,15.33
2019-09-03 09:45:00,56.0,26.55,67.0,15.74,15.58,15.26
2019-09-03 10:00:00,55.64,26.59,66.83,15.65,15.49,15.12
2019-09-03 10:15:00,54.69,26.58,66.34,15.57,15.33,15.01
2019-09-03 10:30:00,55.01,26.89,66.68,15.66,15.39,15.05
2019-09-03 10:45:00,56.85,27.07,67.48,15.84,15.68,15.14
2019-09-03 11:00:00,56.82,27.36,66.81,15.84,15.71,15.15
2019-09-03 11:15:00,57.14,27.49,67.58,,,
2019-09-03 13:00:00,57.17,27.51,70.09,16.03,15.92,15.56
2019-09-03 13:15:00,56.54,27.36,70.07,16.16,16.04,15.4
2019-09-03 13:30:00,56.0,27.43,69.27,15.95,15.83,15.19
2019-09-03 13:45:00,55.94,27.37,69.2,15.92,15.8,15.19
2019-09-03 14:00:00,55.99,26.93,69.5,15.9,15.82,15.2
2019-09-03 14:15:00,56.4,27.23,70.0,15.96,16.01,15.34
2019-09-03 14:30:00,55.89,27.09,69.35,15.89,15.99,15.27
2019-09-04 09:30:00,57.76,27.25,71.81,16.25,16.23,16.4
2019-09-04 09:45:00,56.75,27.16,71.25,16.19,16.06,16.81
2019-09-04 10:00:00,57.17,27.35,70.76,16.02,15.89,16.52
2019-09-04 10:15:00,57.44,27.17,71.0,16.07,15.96,16.45
2019-09-04 10:30:00,58.94,27.39,71.81,16.2,16.19,16.81
2019-09-04 10:45:00,58.55,27.14,71.78,16.07,15.97,16.78
2019-09-04 11:00:00,58.1,26.99,70.7,15.99,15.89,16.62
2019-09-04 11:15:00,58.19,,70.8,,,
2019-09-04 13:00:00,58.46,27.24,70.6,16.07,15.98,16.62
2019-09-04 13:15:00,58.0,27.21,70.99,16.11,16.0,16.66
2019-09-04 13:30:00,58.15,27.04,70.1,16.0,15.92,16.6
2019-09-04 13:45:00,58.06,27.0,70.32,15.94,15.86,16.65
